gene_1,gene_2,gene_3,gene_4,gene_6,gene_7,gene_10,gene_11,gene_12,gene_13,gene_14,gene_17,gene_18,gene_19,gene_20,gene_21,gene_22,gene_23,gene_24,gene_25,gene_26,gene_27,gene_28,gene_29,gene_30,gene_31,gene_32,gene_33,gene_34,gene_35,gene_36,gene_37,gene_38,gene_39,gene_40,gene_41,gene_42,gene_43,gene_44,gene_45,gene_46,gene_47,gene_48,gene_49,Class
3.605541743,3.712804852,8.082452455,10.12542639,7.484661803,1.397255346,0,0,2.561203921,0,0,0,0.494159564,7.313681207,3.814745231,1.397255346,7.686955675,0,0,0,0.494159564,9.680261055,1.397255346,3.896165266,7.928648649,1.787014474,7.087717412,3.935214563,10.76076984,9.156975476,0.494159564,2.74824653,9.991748578,0,10.11801963,0,0,0,2.657754319,4.74067396,10.48747831,9.069734385,12.09902886,0.86155842,1
2.569564003,2.959844328,8.217807485,10.06994647,6.677719642,0.593975179,0,0.593975179,2.723274581,0,0,0,0,7.482114167,2.830478446,0,6.781582658,0,0,0,0,9.433105506,0,3.193897875,8.337470266,0,7.46707565,0,10.92135748,5.945361896,0,0,9.862961192,0,9.845491619,0,0,0,3.483944727,6.684888851,10.21982194,8.065755394,11.66966018,0,1
2.919835834,3.603418641,7.660523655,9.749364982,8.187376819,0,0.430285273,2.269751322,1.918348067,0,0.430285273,0,0.761285273,9.448667667,2.55210651,5.476835294,7.181996999,0,0,0.430285273,0.761285273,9.663572335,1.030336078,3.994778828,7.739213545,1.918348067,7.086667018,0,12.89980439,7.285235744,0,1.030336078,9.551792841,0,9.94514678,0,0.430285273,0,2.370136375,6.288055816,9.561776717,9.078572478,11.61299286,0.430285273,1
5.119609332,2.836368534,7.069734385,9.548255506,7.538088027,0,0,1.248595554,2.358508792,0,0,0,0,6.942725616,3.346857634,0,7.046501974,0,0,0,7.356179032,9.923599358,2.223329868,4.024603367,7.399940098,0,7.383462383,0.939151337,11.63245908,5.685343106,0,0.544683205,9.922236508,3.059943589,10.45318831,0,2.701460341,0,1.719665354,8.655688132,10.20948992,8.937962255,11.41026053,0.544683205,1
4.371210343,3.979833294,7.773646946,10.22239645,7.561455979,0,0,0,2.010994616,0,0,0,3.944418076,8.687911017,3.439543355,4.890903847,7.584413872,0,0,0,0,9.067856486,5.019808645,4.007285218,7.270753178,0,7.846336602,0,11.1870489,6.283573647,5.389325884,3.439543355,9.843153189,0,10.73711211,0,0,0,5.427921225,2.140582357,10.57173369,8.559078769,11.42488536,2.471421603,1
2.757236647,2.416191194,7.349161783,9.43969793,6.07386521,0.566474224,0,1.547696591,2.858279453,0,0,0,0,7.901096172,2.759283689,0,8.564130432,0,1.28847669,0,1.28847669,9.42160202,1.28847669,4.372694451,6.886745225,4.828347239,7.137677702,5.484154247,13.06319282,9.183456739,0,3.341530387,9.726006935,0,9.94029304,0,0.566474224,0,5.764956492,5.484154247,10.05103216,9.176280381,11.55572989,1.28847669,1
1.951214764,2.93960272,7.099474057,9.693903328,7.668445374,0.613437356,1.641453546,1.042574302,3.721230461,0,0,0,0,9.071009103,3.468439953,5.076379517,8.649744779,0,0,0,2.655214423,9.386414358,1.372840689,4.89735177,4.665466678,1.372840689,6.661991815,0,15.03420144,9.506902589,0,0,9.043743667,0,8.731159477,0,0,0.613437356,0.613437356,6.705134701,9.936346426,9.546292569,11.13201125,0,1
2.297866375,3.468987267,8.253568608,9.370563181,6.718265717,0,0,7.884439187,1.641453546,0,0,0,0,8.832579928,1.430713468,0,7.011607451,0,0,0.885886687,0,9.645658432,0.509949146,3.109561152,7.521396289,1.183899335,5.801869996,0,12.44193004,7.645716067,0,0,10.0406322,0,9.776946192,0,0,0,2.702967767,7.352034595,9.927109783,10.38967436,12.06509632,0,1
3.48769214,4.071144827,8.695938153,10.39623015,8.745139831,0,0,0.534758869,2.950655038,0,0,0,0,8.342234712,4.137757612,0,5.81234676,0,0,0,0,9.700529884,1.88455885,2.409336622,7.470471789,0,7.24531501,0.924099886,11.15402694,5.81234676,0.534758869,1.697640395,10.23099312,0,9.957167353,0,0,0,0.534758869,8.763129356,10.66538922,8.489996436,11.9216141,0,1
5.215950338,3.787735432,7.986786351,9.278686403,7.966638107,1.434881719,0.511872807,1.993239586,2.507109594,0.511872807,0,0,0,11.61314485,4.333795809,0,6.325825316,0,0,0.511872807,0,9.533726857,2.394761064,6.254782984,7.285642648,1.434881719,6.931103877,0,13.89822347,8.378390238,1.830011879,1.645932176,9.811149882,0,8.941429144,0.511872807,0,0.511872807,3.31379728,8.113637997,10.27156807,9.643048054,11.34914298,2.394761064,1
3.351331506,3.512277462,7.927849058,9.277998691,7.540321806,0.755571284,0,1.023184369,1.443977886,0,0.426640478,0,0,10.03327157,3.627233276,4.917002034,6.40890543,0,0,0,0,9.201633861,0.426640478,4.098166869,7.420819221,1.443977886,7.26294987,1.248899107,12.68039909,7.769216343,0,1.023184369,9.399130496,0,8.793021237,0,0,0.755571284,1.615840003,6.940483921,9.578021646,10.56499732,11.38086687,0,1
4.672504547,5.151838527,7.273012276,9.688171615,7.402969403,0,0.6388616,0.6388616,2.292693418,0,1.08011186,0,0,8.577647859,3.309409049,0,6.74694421,0,0,0.6388616,5.239123042,9.564128526,1.417542007,4.867649406,6.638178125,2.448055168,6.682587342,0,12.75124905,8.550038729,1.920483868,1.08011186,9.588343609,0.6388616,11.01235916,0,0,0,2.716112942,5.151388014,9.899835728,8.797697188,11.32837761,1.08011186,1
3.249581867,3.707491661,8.185901225,9.504082062,7.536589147,1.811101061,7.448149352,4.049317104,3.464197746,0.586692697,0,0,1.002594517,9.32603168,4.705480335,5.179821531,7.439839193,0,0.586692697,2.704871964,1.325098538,9.660764293,4.36253301,7.553959454,6.831737929,7.452290668,6.22045959,5.574985509,14.59362455,8.81097322,0.586692697,1.325098538,10.05304344,6.299794137,10.00240718,0,0,0,1.002594517,6.94183405,10.35838747,9.759285686,11.72676311,1.325098538,1
2.01720929,3.265526912,5.478486512,10.43199896,7.175175262,0.59187087,0.59187087,1.334282225,2.015390519,0.59187087,0,0,0.59187087,5.619993963,1.334282225,0,9.796088293,0,0,1.598651048,7.215115541,10.83906991,6.620203694,9.513538119,0,4.063658248,7.764805258,4.747655933,13.71439579,10.03449636,0,0,9.833457805,0,10.86126529,0,0,0.59187087,1.010278567,6.962849746,10.95970496,9.769508944,12.24540415,0.59187087,2
3.511758978,4.327198719,6.881786959,9.870729971,6.972129709,0.452595435,0,0.452595435,1.98112199,1.074162876,0,0,1.683022665,8.210247604,4.195284597,3.660426675,8.970919784,0,0,0.796597754,6.096649804,9.861615797,7.680507214,3.119439184,0,0.452595435,7.899526109,0,10.73109837,6.967883321,0.452595435,0,9.646322892,0.452595435,10.05342363,0,0,0,0,7.592344906,9.971069283,9.28653697,11.92599571,0,2
3.663617874,4.507648778,6.659068275,10.19618407,7.843374639,0.434881719,0,0.434881719,2.874246139,0,0,0,1.267356012,8.30631693,3.573556306,0,8.52461615,0,0,0,3.913760676,9.5115728,6.469164774,7.02989455,0,1.267356012,6.800641097,7.742713637,12.65947418,8.299890275,0.768586635,0,9.670730595,0.434881719,10.26461853,0,0,0.434881719,1.931418318,8.890291641,10.63930453,11.48445538,12.10770748,0,2
3.467853314,3.581917608,6.62024329,9.706829241,7.758509726,0,0.515409693,0.515409693,2.516796815,0,0,0.894293934,0.894293934,6.842765176,2.809661389,4.002900506,7.663935184,0,0,1.194150106,0.894293934,9.628387211,7.220446047,7.012758607,4.936703889,1.442280035,8.002235571,2.002018361,14.0211535,9.126059116,0,0,9.962887332,0.515409693,11.13435572,0,0,1.442280035,0,8.118645238,10.32782207,10.13802856,11.9405265,0.894293934,2
2.854853427,1.750477878,7.226720449,9.758691265,5.952102884,0,0.441802155,0,2.40585625,0,0.779553903,0,0,7.373430712,2.304861451,0,8.922007507,0,0,0,5.145526657,9.406279424,4.664710377,5.705192774,0,6.45462502,7.012713919,5.145526657,16.79858571,10.11391143,1.053041807,0,9.349566532,0,9.276433853,0,0,1.481040556,0,6.822041772,9.641910847,10.71913209,11.50074729,1.053041807,2
3.642493642,4.423558003,6.849511442,9.464466109,7.947216121,0.724213687,0,1.204140717,2.296310561,0,0,0,0,7.856780323,1.204140717,5.784391432,6.020050983,0,0,0,0.724213687,9.871312333,6.118104275,6.284210579,0,5.07038074,5.907183914,0,12.57864394,8.285411467,0,0,9.292130641,2.779890039,9.394910654,0,0,0.724213687,0,10.68072872,9.426694563,10.33242823,11.54360704,0,2
3.970347518,2.36429227,7.1454431,9.24060532,7.810757984,0,1.12201002,1.565987041,2.698262937,0.47736648,0.47736648,0,0,9.217031944,3.433480286,0,8.174141722,0,0,0.47736648,2.782911743,9.30999013,6.629927756,5.12572135,5.315548117,3.079122064,6.754727194,5.677962008,13.83915457,9.327707571,0,0,9.686053993,0,9.830996817,0,0,0,0,8.489571033,10.14962012,10.33668507,11.16632003,0,2
4.167582729,3.841389484,6.976123014,9.982252078,6.97737152,0,0,1.275305094,3.321466359,0,0,0,0,7.890471013,2.931531784,0,8.3687989,0,0,0.55924706,5.113517151,9.64182236,6.253401256,3.628120328,0,0,6.598581081,4.731715463,13.45216401,8.599399627,0,0,9.793473258,0,10.54678838,0,0,0,0,8.009240785,10.3111693,10.49990567,11.70409384,0.55924706,2
3.190219764,5.690190784,5.770615004,9.207844058,8.206262263,1.069220959,0,0,2.815718872,0,0.631523406,0,1.404630684,7.831623937,3.207471223,0,8.499024672,0,1.676538227,0,2.924061869,10.2573407,6.526060985,5.281386683,0,3.709445044,7.723135302,4.802632681,14.15939835,9.09067086,0,0.631523406,9.590424246,0,10.26830806,0,0,1.676538227,0.631523406,7.268789933,9.778073843,9.806664002,11.84001075,0.631523406,2
3.026375154,4.36410313,7.16491698,9.552402049,7.903520374,0.6388616,2.118559071,1.417542007,3.534186139,0,0,0.6388616,0,7.534505215,2.716112942,0,8.391540047,0,0,1.69081934,4.641280123,9.740785928,8.317891925,5.88482012,0,4.003764126,7.168782416,4.317702028,12.34301911,9.346821741,0,0,9.911567258,0,10.37748169,0,0,0,0,8.979056436,9.960788247,10.5727097,11.59605461,0.6388616,2
4.618861183,5.648985939,6.585818847,9.995286644,9.134806197,0.478402378,1.748203586,2.302289802,2.94204526,0,0,0,1.124129585,8.819058204,3.883943334,5.609211249,8.420894994,0,0,0.478402378,3.958814842,9.781812124,6.850899412,7.309403592,0.478402378,2.611668147,6.908608784,4.665659954,14.46596809,9.242693005,0.837135914,0,9.597113978,0,9.550211927,0,0.478402378,1.124129585,0,6.880085502,10.30027247,10.75299105,11.59498235,1.124129585,2
1.149259366,2.575384948,7.39752918,10.28453495,6.313835364,0,2.179670279,0,4.077841149,0,0,0,0,6.691855162,1.467383831,2.179670279,11.1530833,0,0,0,2.179670279,9.843790748,7.881266942,7.763325255,0,7.230366353,5.734728585,0,13.99018376,9.898179627,0,0,9.78149414,0,9.027189999,0,0,2.179670279,0,7.757269988,9.365073524,10.38412538,11.20955693,0.9127265,2
3.639278477,3.402176425,6.457787978,9.993660211,8.326258691,0.533563348,0,0.533563348,2.04701482,0,0,0,0,7.41449075,2.860962798,0,7.618803933,0,1.228049048,2.671293372,6.79552021,9.520522432,8.000416969,5.219067819,0,1.228049048,6.895969035,4.62745509,14.26959425,9.319972369,0,0,9.860404179,0.922197848,10.17770606,0,0,0,0,8.444016826,10.0945264,11.46594896,11.98066442,0,2
2.949310808,4.59787676,7.095460321,9.762425228,6.493411967,0,0,0,3.271604956,0,0.444349024,0,0,9.035519443,3.375553843,0,5.7361746,0,0,0,3.563341202,9.880859975,6.794662793,2.203890227,0,0.783582374,6.465359066,1.661886385,12.94175374,7.413940973,0,0,9.551152607,0,10.65008239,0,0,0,0,6.599182386,9.931833724,11.22976815,11.53960474,0,2
3.652532385,3.66665435,6.902881552,9.861901101,7.747078525,0,0.447526301,0,2.844445915,0,0,0,0.447526301,7.517244193,3.435481917,5.106729381,6.390861971,0,0,0,2.322014654,9.674301746,6.879411709,4.781559054,0,4.147998571,6.788790099,1.669933836,13.84480382,7.74952086,0,0,9.89754146,0.788518674,10.15389398,0,0,0,0,10.36275479,9.88816027,11.28272358,11.80961943,0.447526301,2
3.107185684,3.350765959,6.912290583,9.59864621,6.470091038,0.404249185,1.197739606,0.719752957,3.020715536,0,0,0,0,8.930083838,2.466809811,0,8.174241613,0,0,0,4.896577021,9.699180278,5.949698336,4.833168402,0,2.379815009,7.155556985,4.880822638,13.03907326,9.470984181,0.404249185,0,9.654138338,0,10.47390865,0,0,0.719752957,0.404249185,10.25195574,10.12774934,10.13524755,11.70935095,0.404249185,2
2.486662893,4.057987392,6.784058961,9.741900067,7.790602636,1.155684478,0.690640579,0,2.706132665,0,0,0,0.690640579,7.547141317,3.662820736,0,5.905468841,0,0,0.690640579,4.031148138,9.79770205,5.517892959,4.172935488,0,3.166972472,7.271901839,1.50685579,12.73885437,7.682650542,0,0,9.750152577,0.690640579,10.72283314,0,0,0.690640579,0,8.700585368,9.806631783,10.53740285,11.46823201,0.690640579,2
3.145025242,2.742372768,5.303353355,10.44644235,6.700495205,0,1.746054735,0.667755908,3.974061187,0,0,0,0,6.772175989,1.467696836,0,9.942449993,0,0,0,4.078276788,10.04085134,8.501431183,6.869279207,0,4.175468713,7.334747028,3.535393587,13.53012587,9.47935588,0,0,9.858956971,0.667755908,9.710778888,0,0,1.122473941,2.180020521,8.928311098,9.812495016,9.984973782,11.59171868,0.667755908,2
4.393910378,5.578099412,6.304061955,9.335778892,7.994658916,0.471031344,0.825541427,0.471031344,3.059337971,0,0,0,1.729705026,7.662091538,3.304554848,0.259302621,9.330596493,0,0,0,7.240247536,9.352917388,6.438198022,5.618115293,0.471031344,4.524044864,6.752721835,4.59490679,12.90470423,9.378249331,0.471031344,0,9.774628947,0,9.901768965,0,0,0,1.888577664,8.509062386,10.20523121,10.61558366,11.70496272,1.109895411,2
1.950431087,4.027322167,6.427229025,9.617234191,7.075297297,1.494210777,0.683202373,0.683202373,2.212320309,0,0.683202373,0,0.683202373,7.068810517,2.010242756,0,7.79492267,0,0,0,5.199118715,9.824182308,6.11776568,5.123177822,0,3.497842259,7.620073165,3.573192724,13.17378643,9.208358744,0,0,9.551214143,1.144960005,10.80689596,0,0,0.683202373,0,8.851539804,10.14752294,10.9941837,11.90752915,0.683202373,2
3.801965677,3.459129933,5.997183998,9.710472406,8.905615652,0.554146767,0.554146767,0,2.382528924,0,0.554146767,0,0,7.285392971,3.613366629,1.720059527,8.811018191,0,0,1.740452698,4.885803733,10.11496559,7.690500906,4.132914035,0,2.246772896,7.983643496,3.613366629,13.13307316,8.243350143,0.554146767,0,9.93411691,0,10.21441627,0,0,0,0,10.29189589,9.931352126,10.82135945,11.93921556,0,2
4.447612255,5.114287891,6.688362223,9.608681745,7.577912163,0.444349024,1.288417627,0,3.563109307,0,0,0,0.444349024,8.325975484,3.037926864,4.603632279,6.894005261,0,0,1.487126145,3.8056536,9.886659882,7.566974937,4.969845808,0,3.842395604,7.521058591,1.288417627,11.89631348,8.664098791,0.444349024,0,10.00683097,0.444349024,10.21377254,0,0,0,0,9.11718334,10.19569209,10.79364395,11.82914396,0,2
2.98719351,2.67730527,7.134118239,9.689576978,6.186092444,0,1.05088474,0,2.402503901,0,0.619084288,0,0,9.157862272,1.652417657,4.883928676,7.743427449,0,0,0.619084288,6.698968529,8.962479616,5.490066254,4.792032803,0,3.676933079,6.310634592,4.740037066,14.02623813,8.788065751,0.619084288,0,9.059858169,0,9.648744047,0,0,0,0.619084288,8.450695772,9.968767577,10.95525758,11.26114292,0.619084288,2
0,3.830610274,5.595736373,10.52086418,9.021032703,0,0.612682759,0.612682759,3.719106758,0,0,0,0.612682759,5.437227739,0,0,8.895217783,0,1.041383179,0,2.977884355,11.02298499,6.011050542,5.739683414,0,1.371447346,6.848472717,2.233796049,13.07439237,8.762657761,0,0,10.35301446,1.041383179,9.777616971,0,1.041383179,1.041383179,0,8.432308044,10.49412555,11.04410719,12.19793847,1.63988042,2
3.781779346,5.085654096,6.515597348,9.620469113,8.080806871,0,0.587172939,1.003314389,2.912688183,0.587172939,0,0,0,9.793767483,2.706110557,5.654157676,8.455816256,0,0,0.587172939,4.591374236,9.508515807,6.319486071,5.36090501,0.587172939,3.005849076,7.241268177,4.254261447,13.14116357,9.266421137,0,0,9.570829099,1.003314389,10.02349101,0,0,1.003314389,0,8.375174135,10.49100125,10.44495275,11.67800586,0,2
3.254578927,3.438811809,6.884524661,9.617425222,7.023953905,0.279530726,0.513591807,0.714926858,2.713497871,0,0,0.513591807,0,9.155243262,1.834185327,0,7.664191257,0,0,0,7.193692905,9.945805196,7.287509234,4.926772762,0,3.349634201,8.197432958,5.794990231,14.13093248,8.851683463,0,0,9.676669386,0,10.6851868,0,0,0.279530726,0,8.154529541,9.666078394,10.64780017,11.71790772,0.279530726,2
3.733853232,3.339123129,6.844925408,9.435403572,8.799935625,0,1.452648145,0.659011171,2.337225831,1.109761717,0,0,0,7.858204844,2.161629747,0,9.740895526,0,0,0,8.185361117,10.34983409,7.204541801,6.96298852,1.109761717,5.650141286,7.744154367,4.287560946,14.46689218,8.906484781,1.109761717,0,9.798316264,0.659011171,9.546817308,0,0,0,0,8.168040252,9.698293154,9.654392576,11.33641172,0,2
2.852418397,2.76521647,6.455964989,10.07297667,7.812575235,0.652968269,1.442120759,1.100843124,3.702724026,0,0,0,1.442120759,6.585263031,2.480084127,0,8.976065717,0,1.100843124,0,6.974816079,9.764735606,6.180927572,6.570742214,0.652968269,4.678838133,6.781792457,2.480084127,12.5931203,9.628441895,0,0,9.931307799,0.652968269,9.641941546,0,0,0,0,9.83060869,10.03175633,10.19212017,11.99899935,1.442120759,2
4.506798678,4.120003501,6.770155103,9.845013256,7.896053829,0,1.745538535,0.55640489,2.923909795,0,0,0,3.313565125,6.733679724,2.732855277,0,7.932645872,0,0,0,5.514472632,9.659325213,7.463933011,4.218122429,0,2.252506491,7.461855931,0.957023083,13.04105847,8.862714836,0.55640489,0,9.780854682,0,10.01213564,0,0,0,0.55640489,9.328580689,10.23639695,10.91416086,12.00432933,0,2
0,4.372666594,6.078925731,9.539321687,7.721618739,0,1.238603454,0,2.963215155,0,0,0,0,6.705120874,0.748375356,0,9.543269671,0,0,0.748375356,3.29837972,9.584735183,6.848197267,7.133450503,0,7.816042846,5.959962533,3.798807446,16.75564393,9.878421888,0.748375356,0,9.714149335,0,9.089810613,0,0,0,1.238603454,7.511926557,9.460767133,9.667872616,11.72768651,0,2
3.981743077,3.781926188,6.403283063,10.19042967,8.770181538,0.695281195,0.389126227,0.947703556,2.907179106,0.389126227,0,0,0,9.873201079,5.344420196,0,8.366768069,0,0.389126227,0,0.947703556,9.448803926,5.668039679,6.076054508,0.695281195,3.900325847,6.04898812,4.01527454,12.37350412,8.01103712,0.389126227,0,9.075184965,0,9.627138047,0,0,0.695281195,0,9.609522284,9.694451916,10.48158755,12.73808381,0,2
1.508022917,3.83785244,6.956161225,10.04461269,7.189261205,0.623679608,1.390942773,2.085764554,2.552745937,0,0,0,0,6.681969239,2.258760107,2.552745937,8.594750071,0,0,0,3.963705307,9.710234752,7.194599282,5.879570997,0.623679608,3.099581358,7.453945517,5.176087358,15.2543754,8.872890307,0.623679608,0,9.655172912,0,9.857121029,0,0,0,0.623679608,7.678733928,10.24565966,10.30174767,11.86393071,0.623679608,2
1.445408894,3.769623654,6.349066219,10.24180444,6.682053541,0,0.654893757,0,3.769623654,0,0,0,0,5.978282592,0,0,10.63794709,0,0,0,2.328089653,10.69104555,7.08138224,7.075254505,0,3.769623654,7.641986689,5.570854519,13.44097295,9.325406654,1.103665483,0,9.86632229,0,10.14338321,0,0,0,0,8.25219234,10.37384393,10.22459262,12.18363228,1.445408894,2
3.96449105,3.672730822,6.660566438,9.511392923,7.276310547,1.02906411,0.429642743,0.760263535,3.716025118,0,0.429642743,0,0,8.468155626,2.856786546,5.625577351,9.316383365,0,0,1.02906411,2.043344505,9.56126503,7.708290716,4.401698723,0.760263535,1.255561159,7.883602489,2.159919762,15.05001867,9.525043094,1.02906411,0,10.07983142,0,9.841542334,0,0,0,0,8.438168074,10.03426249,10.68622912,11.24793345,0.760263535,2
2.864810146,3.896533429,6.623852234,9.617373793,8.668899163,0.577344228,0.577344228,1.308244364,0.988630159,0,0,0.988630159,0,8.378047701,4.187799413,4.97782026,8.088316537,0,0,0,4.335776213,9.27175714,7.101387446,5.571528165,0,1.982874961,7.691904004,3.301338885,14.48426907,9.003666882,0.577344228,0,10.01810279,0.577344228,9.965097398,0,0,1.982874961,0,9.500692525,9.88025237,9.824965103,11.34943052,0.577344228,2
4.966158183,5.097935198,6.623328442,9.658209697,7.952327742,0.89840186,0.89840186,0.518031493,2.817254863,0.518031493,0,0,0.89840186,8.781110499,3.451052819,5.298757278,8.216066783,0,2.817254863,2.155781609,3.889901809,9.740657772,6.785275901,5.21364279,0,5.561488056,7.015381598,2.008666157,15.84370273,9.223058065,0.89840186,0,9.388419892,0,9.40873521,0,0,0,0.518031493,9.104648546,9.789365728,10.26705585,11.36499367,0.518031493,2
2.616216526,5.110810049,6.964144451,9.721212002,8.948559967,0.448900951,0,1.066881379,2.217106608,0,0,0,0.790688643,7.276264014,4.710530953,5.531553014,5.111724107,0,0,0.790688643,3.622215853,10.13628625,7.152193562,4.295891966,1.498148726,0.448900951,8.028165769,3.231770309,11.96019384,7.361978854,0.448900951,0,9.896067457,0.448900951,9.520052884,0,0,0.448900951,0,9.251231485,10.00409403,10.70624562,11.6167418,0,2
4.565658099,4.467840275,6.916536357,9.066729648,8.591567226,1.280124892,1.538438835,0.965248657,2.11546612,0,0,0,0.561888195,9.373693882,3.934110716,6.387319455,8.368611222,0,0,0.965248657,7.318054674,9.652502628,6.130263716,6.222116737,0.561888195,3.57922843,6.065165139,7.921418478,14.93876177,10.11640895,0.561888195,0,9.334858738,0,8.892652096,0,0,0.561888195,1.538438835,8.378966729,9.728163719,10.45224124,11.2190838,0,2
5.178822182,3.6797278,7.27532372,9.761489734,8.518424981,0,0.942833505,1.724999445,2.985008519,0,1.253081625,0,2.229341813,10.64866317,4.615810583,0,7.347523931,0,0,0.547153659,2.6023381,9.250907112,5.873906685,3.217339302,4.246780495,1.253081625,7.01346226,3.935054228,12.41091504,7.446198322,0.547153659,0,9.371319265,0.942833505,9.27902317,0,0.547153659,0,0,9.212172913,10.02743608,11.0270628,11.32058622,0,2
3.51542231,3.911432736,6.623005001,9.838327825,6.886623304,0,0.39835037,0.39835037,3.260748328,0,0.39835037,0,0.710084561,9.260649076,3.212086804,7.355430387,5.302786955,0,0,0,3.60032923,9.437111194,5.855847712,3.843401022,0.966356633,0.966356633,6.876860697,1.183835831,13.5178416,7.595175412,0,0,9.530628723,0,10.45383649,0,0,0,0,8.017816151,10.2387391,11.61078033,11.66532703,0.39835037,2
4.079668242,4.169580316,6.937556261,10.0610201,8.006073567,1.539779192,0,0.562572145,4.257093616,0,0,0,0,6.86298443,2.528246238,2.11706331,8.029960788,0,0,0.966208952,5.66091436,9.649432237,6.886428211,4.144902919,0,0,6.995812367,2.528246238,12.51957483,8.074029041,0.562572145,0,9.548311385,0.562572145,9.94436507,0,0,1.281312491,0,7.856774099,10.41955996,10.41301434,12.07043964,0,2
3.893177736,4.051694018,6.433670561,9.550998754,8.166112857,0,0.862193478,0.862193478,2.658988329,0,0,0.494569217,1.39818617,8.891577155,3.816118387,0,6.992711791,0,0,0.862193478,1.39818617,9.754568538,5.703607393,4.825185227,0,1.788059224,7.604827473,1.606252699,13.32678057,8.944023854,0,0,9.387101853,1.154907199,9.388863275,0,0,0.494569217,0,11.27531557,9.953903961,11.32376411,11.79790466,0,2
3.544151505,3.993058391,6.335376062,9.636225831,7.931275292,0,0.596267294,0.596267294,2.486946009,0,0,0,0,7.726899318,3.029417547,4.453919186,8.173002472,0,0,1.34215647,1.34215647,9.882156975,8.22328256,5.691838416,0,4.760236917,7.379387032,3.731454808,14.57071551,9.740888781,0.596267294,0,9.761451504,1.016852849,10.31952536,0.596267294,0,0.596267294,0.596267294,8.902320843,10.00723756,10.87038784,11.86387652,0,2
4.958657108,5.649724663,6.873185696,9.55261915,8.636338228,0,0.50771854,0,3.52922126,0.50771854,0,0,0.50771854,8.054712838,3.419754605,0,7.322117436,0,0,0.50771854,4.849964242,10.09415688,7.730137234,4.495605631,0,2.953991526,7.001261806,1.636450617,13.19644076,8.382866076,1.179765808,0,9.722150059,0,10.04719209,0,0,0.50771854,0,9.987903489,9.907176101,10.62978463,11.6446089,0.50771854,2
4.254616717,3.724071768,7.115574319,9.635988317,8.042939762,0,0,1.195032565,1.839556544,0,0.40315863,0,0,9.191046873,3.072894693,1.51606559,5.680608479,0,0,3.127121478,0.40315863,9.483211169,6.944612511,6.410330928,5.054731286,1.195032565,6.433762351,0,13.38794999,7.261925659,0,0,9.786289234,2.696060603,10.82060979,0,0,0.40315863,0,8.076061993,9.960707174,11.26183048,11.28437879,0.40315863,2
3.389553046,3.391355305,7.062423969,9.286527729,6.831066511,0,0.726133673,0,3.599555843,0.986520157,0,0,0,8.875780063,2.300240893,0.52115127,8.083213368,0,0,1.566912548,6.202029764,9.342121349,6.214795083,5.408772991,0,5.664536884,6.666089049,6.465003093,14.59023616,9.202510777,0,0,9.328973308,0,10.19927972,0,0,0.726133673,0,7.955946262,9.741062436,10.72663541,11.48986803,0,2
2.564914659,1.106616329,6.469949451,10.32463062,5.982384435,0,0.59062597,0,3.538972645,0,0,0,1.008486889,7.259931531,2.473241415,2.183073576,9.016836139,0,1.596219579,0,6.374217035,9.523650162,6.166380036,6.050035815,0.59062597,3.770511935,7.097400107,5.038721497,12.77180925,9.999140326,0,0,9.794927542,0,10.02458564,0,0,0,0,8.536460932,10.41880134,10.61630991,11.89587439,0,2
3.486997479,3.910799807,6.30724089,9.776658385,8.09264616,0,0.519139283,1.450168697,2.90617869,0,0.900103608,0,0,9.001343448,3.564036662,6.043589483,7.815953216,0,0,0.900103608,5.551740556,9.201388817,5.207357987,6.094584454,0.519139283,1.662387819,6.358549231,8.334425258,15.02381931,9.256571971,1.662387819,0,9.205629547,0.519139283,9.090001235,0,0,0.900103608,1.847395658,7.793603309,9.93375851,10.75790665,11.33849684,0,2
3.63691458,4.517382789,6.733028884,9.819241864,8.292997953,0.629100118,3.201445671,1.671882107,3.113067014,1.065710164,0,2.565426577,0.629100118,7.541421911,3.113067014,4.825057992,8.05579217,0,1.065710164,1.065710164,4.738200373,9.82620684,8.507529065,4.882858215,3.703200391,1.900296861,7.854120356,2.565426577,12.26521652,7.426944003,0,0,9.921170002,0,10.01103153,0,0,0,0,9.832274523,10.11353382,12.01342039,11.73418884,0,2
5.006131929,5.848044495,6.300242724,9.740403112,8.433960931,0.781737388,2.082770704,0.443182267,3.320426911,1.285875641,0,0,0.443182267,8.774434577,3.943293116,5.953183742,8.270542958,0,0,0,3.514488412,9.576814986,6.804143931,5.328025007,0.443182267,0.443182267,8.202804596,4.824172122,13.10654985,8.007772957,0,0,9.766248956,0.443182267,9.70851662,0,0,0,0,9.530568253,10.1265238,11.32969545,11.71942733,0.443182267,2
2.203952854,2.726547881,5.815221884,10.51641904,6.75519471,0,2.806736492,0.547252389,3.144405367,0.943058639,0,0,0,7.013953496,0,0,11.67418344,0,0,0,4.24724397,10.8263737,7.958390312,7.188351468,0,4.953498063,7.235305829,3.354198242,14.63681718,10.57387437,0,0,9.745793633,0,10.2309571,0,0,2.22974172,0,6.277558941,9.82570614,10.99694654,11.78167937,0,2
